Invoice,StockCode,Quantity
500267,21210,12
500267,85232A,6
500271,21912,4
500271,21156,8
500271,22021,6
500271,85206B,6
500271,85099B,10
500271,85099F,10
500271,47505,3
500278,22278,3
500278,20727,10
500278,22384,10
500278,22382,10
500278,22381,5
500278,21933,5
500278,21937,5
500278,21936,5
500278,21929,10
500278,85099C,10
500278,85099F,10
500278,85099B,10
500278,22380,5
500278,84879,8
500278,21785,24
500278,20914,6
500278,22151,24
500282,15056N,120
500285,90129A,1
500285,90129E,1
500285,90202D,1
500285,90202A,1
500285,90214P,1
500285,21846,1
500285,21851,1
500285,90090,2
500285,21643,2
500285,21638,2
500285,21647,2
500285,90214J,1
500285,21832,2
500287,22085,6
500287,21207,12
500287,22328,6
500287,22327,6
500287,21988,12
500287,22332,8
500287,21987,12
500287,22100,12
500287,21504,12
500287,21544,12
500287,21989,12
500287,21213,24
500289,21156,50
500289,47591D,150
500292,22411,10
500292,85172,16
500292,85175,16
500292,21469,6
500292,21471,6
500292,84279P,4
500292,84279B,4
500292,21869,12
500292,21868,12
500292,84637,24
500292,85099F,10
500293,85040B,1
500293,21530,1
500293,21529,1
500293,22203,1
500293,21661,1
500293,21536,1
500293,21535,1
500293,21550,1
500293,21466,1
500293,21467,1
500293,21471,1
500293,21465,1
500293,72741,9
500293,72819,2
500293,72807A,2
500293,22352,1
500293,21106,1
500293,21188,6
500293,84691,3
500293,21448,3
500293,21034,1
500293,22464,6
500293,22084,2
500293,22083,2
500293,22086,2
500293,20828,2
500293,21548,1
500293,21547,2
500293,21107,1
500293,21112,1
500293,21111,1
500293,21110,1
500293,21109,1
500293,84600,1
500293,21410,1
500293,21116,1
500293,21411,2
500293,22479,4
500293,22477,4
500293,22284,3
500293,21592,2
500293,22457,6
500293,22488,4
500293,22456,3
500293,22459,4
500293,22458,4
500293,85014B,1
500293,85014C,1
500293,85014A,1
500293,20681,1
500293,20682,2
500293,20684,1
500293,20686,2
500293,22487,2
500293,22282,2
500293,48173C,1
500293,20685,1
500293,48194,1
500293,22354,4
500293,84627,2
500293,84621,2
500293,47566,2
500293,21792,1
500293,21794,1
500293,21793,1
500293,79323W,2
500293,72728,5
500293,84763,6
500293,21429,2
500293,21431,1
500293,20931,1
500293,20933,1
500293,20932,2
500293,20889,3
500293,20775,1
500293,20777,2
500293,20776,2
500293,20778,1
500293,20774,1
500293,20771,1
500293,20770,1
500293,20761,1
500293,20765,1
500293,20763,1
500293,20764,1
500293,21634,24
500293,84536A,12
500293,22189,1
500293,82095,1
500293,21662,1
500293,21663,1
500293,21548,2
500293,21758,1
500293,21714,4
500293,21713,4
500293,22467,4
500293,21279,1
500293,21280,1
500293,21278,1
500293,85040A,1
500293,85041,2
500294,21115,16
500294,84879,160
500294,21754,18
500296,21110,1
500296,37462E,1
500296,21850,1
500297,85014D,3
500297,85014B,3
500297,79341,12
500297,79323P,24
500297,79323W,24
500299,72800E,2
500299,72800F,3
500299,22358,2
500299,21043,2
500299,22357,2
500299,21836,2
500299,20798,4
500299,84678,3
500299,22171,2
500299,22170,2
500299,21777,1
500299,21259,3
500299,84682,3
500299,82494L,3
500299,37503,2
500299,21038,4
500299,21911,3
500299,72728,9
500299,84879,8
500299,72801C,2
500299,21363,2
500299,84818,3
500299,21307,2
500299,21311,2
500299,84819,1
500299,21354,6
500299,84905,3
500299,46000R,3
500299,85123A,3
500300,21622,20
500300,46000S,25
500300,21730,17
500300,84406B,32
500300,85123A,64
500300,82494L,48
500300,22114,4
500300,84029G,4
500300,21484,1
500300,22112,4
500301,21122,6
500301,21121,6
500301,21124,6
500301,85206A,4
500301,85206B,6
500301,22021,6
500301,21056,1
500301,21054,1
500301,85136B,1
500301,22333,12
500301,22334,12
500301,22090,12
500301,22374,1
500301,20749,1
500302,21181,12
500302,82600,12
500302,22413,6
500302,21137,24
500302,21166,12
500302,21175,12
500302,22117,6
500302,21041,6
500302,20754,6
500302,21035,6
500302,82580,12
500302,82581,12
500302,82583,12
500302,85150,6
500302,21169,12
500303,47570B,4
500303,47570,4
500303,21153,2
500303,85114B,12
500303,84750A,8
500303,22216,3
500303,22220,2
500303,22236,1
500303,84969,6
500303,84968F,6
500303,84968B,6
500303,84968A,6
500303,84997C,6
500303,84997B,6
500304,22461,1
500304,21477,1
500304,82494L,3
500304,72799E,2
500304,21486,1
500304,21076,1
500304,22111,1
500304,72799A,2
500304,72800E,3
500304,22167,1
500304,21281,1
500304,21278,1
500304,21280,2
500304,84707A,1
500304,22236,1
500304,22218,1
500304,22222,1
500304,22223,1
500306,84849D,12
500306,85152,6
500306,21385,24
500306,22023,12
500306,22047,25
500306,22048,25
500306,22038,25
500306,21703,12
500306,21790,12
500306,20716,10
500306,20717,10
500306,20718,10
500306,82578,12
500306,82581,12
500306,82580,25
500306,84971L,24
500306,84971S,36
500306,85123A,32
500306,22028,12
500310,22457,48
500310,22488,48
500310,22456,18
500310,22459,8
500310,22458,8
500311,21232,1
500311,47559B,4
500311,20671,4
500311,22078,2
500311,85049H,1
500311,82597,5
500311,85150,4
500311,21169,2
500311,21390,5
500311,85123A,20
500311,82494L,6
500311,22464,6
500311,84970S,12
500311,84970L,12
500311,21755,2
500311,21754,1
500311,21258,1
500311,21259,4
500311,21754,2
500311,22464,18
500311,84978,12
500311,84978,4
500311,84691,2
500311,21041,5
500311,21232,3
500311,20723,10
500311,22384,10
500311,22378,4
500311,20727,4
500311,22356,4
500311,22382,4
500311,20717,3
500311,20730,3
500311,22377,4
500311,22383,4
500311,20724,3
500311,22381,4
500311,22217,48
500311,22218,4
500312,20662,6
500312,21381,12
500312,21380,6
500312,20931,4
500312,20665,6
500312,21358,12
500312,20617,6
500312,85174,4
500312,20658,12
500312,21357,12
500312,84879,8
500312,21695,6
500312,20654,12
500312,72741,9
500312,21348,6
500312,84510B,10
500312,21354,12
500312,84975,6
500312,20936,6
500312,72351B,12
500312,21114,10
500312,20933,4
500313,79323P,2
500313,79323W,8
500313,79323LP,4
500316,17033,36
500316,16049,36
500316,85135A,2
500316,85135B,1
500316,16052,30
500316,47503F,1
500316,20977,1
500316,84012,1
500316,85049F,2
500316,22355,1
500316,35004C,5
500316,21291,16
500316,15044C,1
500316,85099B,10
500316,85099C,10
500316,48138,3
500318,82583,24
500318,85150,12
500318,21181,48
500318,21175,24
500318,72741,27
500318,84937,30
500318,71477,24
500320,48195,1
500320,22348,12
500320,22147,6
500320,22021,6
500320,85206B,6
500320,85206A,6
500320,20724,20
500320,22356,20
500320,85099B,10
500320,22386,20
500320,85099F,10
500320,21455,1
500320,22212,10
500320,21454,12
500320,21455,5
500320,84033,5
500320,21985,12
500320,82551,3
500320,82552,3
500320,84016,12
500320,22219,12
500320,82580,10
500320,21648,12
500320,84406B,3
500320,20671,8
500320,22098,1
500320,84991,24
500320,20828,1
500320,37492D,1
500320,37492C,1
500320,37492B,1
500320,22293,24
500320,21232,24
500320,22222,1
500320,85231B,6
500320,20828,14
500320,20828,4
500320,85231L,6
500320,85231E,6
500320,22098,3
500320,22149,10
500320,84218,1
500320,85186A,24
500320,22098,2
500320,21458,3
500320,21457,3
500320,22290,6
500320,21977,24
500320,22233,12
500320,85123A,20
500320,22229,12
500320,22228,12
500320,22281,4
500320,84380,2
500320,22231,12
500320,22221,1
500322,90129C,2
500322,90201B,1
500322,90195A,1
500322,90201A,1
500322,90184C,2
500322,90199A,1
500322,90200E,1
500322,90161C,1
500322,90201D,1
500322,90161D,1
500322,90200C,1
500322,90199C,1
500322,85035A,1
500322,72803A,1
500322,81950B,1
500322,72803B,1
500322,72807C,1
500322,72802A,1
500322,72802B,1
500322,47581B,1
500322,84292,2
500322,21474,1
500322,21476,1
500322,72807A,1
500322,71459,12
500322,21653,1
500322,84975,1
500322,85214,1
500322,85038,1
500322,20850,2
500322,84279P,1
500322,84279B,1
500322,47556B,3
500322,47597,1
500322,85066,1
500322,20901,1
500322,22072,2
500322,21441,1
500322,21611,1
500322,85040B,1
500322,84876C,1
500322,84876B,1
500322,84877A,1
500322,21707,1
500322,85041,1
500322,85040A,1
500322,85035B,1
500322,21709,1
500322,21710,1
500322,21706,1
500322,22156,1
500322,85202,1
500322,22464,1
500322,21385,1
500322,21389,2
500322,21384,2
500322,62096B,2
500322,85014A,1
500322,85014C,1
500322,85014B,1
500322,37492D,1
500322,20862,1
500322,20863,1
500322,20865,1
500322,20854,1
500322,20855,1
500322,20857,1
500322,21442,1
500322,21619,1
500322,20867,1
500322,20866,1
500322,20856,1
500322,21443,1
500322,84791,2
500322,16202A,1
500322,20896,1
500322,21992,1
500322,85168A,1
500322,21314,1
500322,72802C,1
500323,21870,12
500323,22207,4
500323,21756,6
500323,21181,6
500323,85123A,6
500323,85170B,6
500323,22189,4
500323,22188,4
500323,21745,4
500323,21754,10
500323,21755,6
500323,21934,10
500323,21846,3
500323,22125,3
500323,22275,2
500323,22167,2
500323,84270,30
500323,37449,2
500323,22063,6
500323,21232,12
500323,22180,1
500323,21874,12
500323,82494L,6
500323,82486,6
500324,48188,1
500324,48116,1
500324,48185,1
500324,48138,1
500324,48173C,1
500324,22366,1
500324,21955,1
500324,21388,12
500324,85136B,1
500324,21272,12
500324,22457,4
500324,85189,24
500324,22284,2
500324,22265,10
500324,21389,24
500324,21618,1
500324,22146,4
500324,21611,1
500324,21614,1
500324,21612,3
500324,21609,1
500324,85231L,2
500324,85231E,2
500324,22292,24
500324,22284,12
500324,47570B,1
500324,47580,1
500324,40016,12
500324,21618,2
500324,22185,6
500324,47591A,2
500324,47591B,2
500324,47591C,2
500324,22367,2
500324,22488,2
500324,22290,6
500324,72741,9
500324,22084,2
500324,22083,2
500324,84691,6
500324,84509G,1
500324,20803,6
500324,21868,6
500324,21207,1
500324,21190,1
500324,21203,1
500324,21206,1
500324,85230F,24
500324,22482,12
500324,22480,12
500324,22483,1
500325,21212,24
500325,21975,24
500325,21977,24
500325,22417,24
500325,21058,12
500325,21062,12
500325,21059,12
500325,21063,12
500325,21121,24
500325,21533,3
500325,21535,6
500325,21980,48
500325,20685,2
500325,20676,8
500325,20677,8
500325,21122,24
500326,22487,2
500326,72741,9
500326,21383,2
500326,85188A,4
500326,22264,9
500326,22261,4
500326,72800D,1
500326,72800C,1
500326,84558A,1
500326,85038,1
500326,72128,1
500326,22254,8
500326,22246,4
500326,22021,2
500326,85206B,2
500326,20931,1
500326,85206A,2
500326,72133,2
500326,35911A,6
500326,22146,3
500326,85205A,2
500326,21209,6
500326,84741C,3
500326,72127,2
500326,72128,2
500326,22111,3
500326,21485,2
500326,37482P,6
500326,47590B,2
500326,72760B,1
500326,21034,2
500326,21794,1
500327,35972,2
500327,35971,4
500327,35961,5
500327,22349,1
500327,22280,8
500327,21790,8
500327,16219,24
500327,84507B,1
500327,84327A,1
500327,84459A,4
500327,20728,3
500327,84578,1
500327,21839,1
500327,20768,2
500327,84902,1
500327,85123A,3
500327,84218,2
500327,21661,1
500327,21611,3
500327,21614,3
500327,21687,3
500327,84946,6
500327,22384,3
500327,84997C,2
500327,84997B,2
500327,21609,3
500327,21664,1
500327,22476,1
500327,48138,2
500327,48195,1
500327,22051,25
500328,21653,36
500328,84949,36
500328,84978,36
500328,21770,2
500328,48138,6
500328,48187,6
500328,20685,6
500329,21928,3
500329,21931,1
500329,22411,3
500329,21935,3
500329,22383,3
500329,21765,1
500329,22280,5
500329,22276,6
500329,20728,10
500329,22275,4
500329,21259,3
500329,22278,3
500329,47505,1
500329,22321,12
500329,15058B,1
500329,85123A,7
500329,22261,10
500329,21777,2
500329,84798B,6
500329,84801A,6
500329,84799,6
500329,22177,1
500329,44236,2
500329,21457,8
500329,22251,8
500329,M,1
500329,84712B,1
500329,22335,15
500329,20828,5
500329,22083,3
500329,22433,3
500329,22432,3
500329,22229,9
500329,85194S,20
500329,22228,12
500329,22097,1
500329,22283,2
500329,21126,3
500329,22262,17
500329,21121,3
500329,21122,6
500329,21212,2
500329,21977,4
500329,21975,2
500329,21124,4
500329,21125,3
500329,22302,4
500329,20966,5
500329,22256,18
500329,20931,3
500329,71053,2
500329,35920,8
500329,35921,6
500329,85132A,2
500329,22466,3
500329,47505,2
500329,21612,3
500329,21614,2
500329,85099F,2
500329,21928,2
500330,85232A,12
500330,84762B,1
500330,21755,3
500330,21754,3
500330,21756,2
500330,84879,16
500330,22177,1
500330,84763,12
500330,84569B,1
500330,21383,1
500330,35241,1
500330,84830,1
500330,22467,1
500330,85014A,6
500331,22046,25
500331,16169P,25
500331,21500,25
500331,21498,25
500331,22047,25
500331,21497,25
500331,16161U,25
500331,16156S,50
500331,16156L,25
500331,16156N,50
500331,16169N,25
500331,21914,12
500331,21033,4
500331,48187,2
500331,84921,3
500331,22334,4
500331,21790,3
500331,84270,60
500331,21292,16
500331,47599A,7
500331,84559A,7
500331,84559B,10
500331,47599B,4
500332,21923,1
500332,84795C,1
500332,84795D,1
500332,84795B,1
500332,21924,1
500332,37447,4
500332,47559B,2
500332,21181,2
500332,22413,2
500332,21179,2
500332,20716,4
500332,21733,8
500332,21911,4
500332,85123A,10
500332,37448,2
500332,20716,1
500332,37449,2
500332,22283,2
500332,85213,12
500332,22285,6
500332,22284,6
500332,22464,6
500332,22465,6
500332,21621,1
500332,84536B,10
500332,84535B,10
500332,17181,2
500332,22057,4
500332,79029,4
500331,21889,5
500331,22127,18
500331,22128,12
500331,21704,5
500331,21677,12
500331,21679,6
500331,22128,6
500331,84199,6
500331,85185B,3
500331,85185F,2
500331,85185C,2
500331,22382,3
500331,21934,3
500331,20727,3
500333,22241,12
500333,84459B,24
500333,84459A,24
500333,85206A,12
500333,21381,12
500333,20778,6
500333,20774,6
500333,20766,4
500333,20762,4
500333,21313,24
500333,21364,2
500333,21363,3
500333,21868,12
500333,84879,16
500333,84755,32
500333,21651,24
500333,84949,12
500333,85034A,8
500333,85036A,6
500333,21756,3
500333,21754,3
500334,84975,6
500334,17001,2
500334,21900,6
500334,47590B,1
500334,21621,3
500334,47566,2
500334,22197,64
500334,85224,1
500334,22270,2
500334,22178,12
500334,84970L,12
500334,20830,1
500334,22456,1
500334,22457,3
500334,85152,2
500334,82552,2
500334,21172,3
500334,21907,3
500334,21165,3
500334,21175,3
500334,21166,3
500334,21169,1
500334,21311,2
500334,21307,2
500334,22174,4
500334,85123A,9
500334,21102,5
500334,20754,1
500334,22467,4
500334,22348,1
500334,84625A,3
500334,21868,4
500334,46126A,4
500334,21293,8
500334,22496,2
500334,84625C,3
500335,84993B,5
500335,37502,1
500335,22165,1
500335,22166,1
500335,85059,1
500335,22241,7
500335,22270,1
500335,21440,1
500335,21181,1
500335,82600,1
500335,22413,1
500335,47310M,1
500335,21154,1
500335,21942,2
500335,21845,6
500335,21661,1
500335,85174,1
500335,20729,4
500335,21934,1
500335,21894,2
500335,85178,2
500335,20681,1
500335,82616A,1
500335,21427,1
500335,21682,1
500335,21683,3
500335,90214M,1
500335,90214E,1
500335,48197,1
500335,22163,5
500335,21732,1
500335,21949,1
500335,85039C,1
500335,20749,2
500335,37370,2
500335,84985B,5
500335,84880,1
500335,21563,1
500335,22328,1
500335,22082,1
500335,22138,3
500335,21307,1
500335,21076,5
500335,21077,3
500335,21553,1
500335,21663,1
500335,21662,1
500335,21035,1
500335,85119,2
500335,84755,8
500336,21549,1
500336,21548,1
500336,16216,4
500336,16218,2
500336,16256B,6
500336,16259,6
500336,21563,2
500336,85208,1
500336,21497,25
500336,21034,1
500336,21432,1
500336,21830,24
500336,21944,2
500336,21942,2
500336,21943,2
500336,21945,2
500336,21085,6
500336,21987,6
500336,21383,1
500336,85040B,1
500336,22264,2
500336,22259,2
500336,22258,2
500336,22256,2
500336,22254,8
500336,22255,10
500336,84580,1
500336,21455,4
500336,84746,1
500336,21327,2
500336,84578,2
500336,22208,4
500336,22185,2
500336,21206,2
500336,21203,2
500336,22485,1
500336,10002,1
500336,22236,1
500336,21207,2
500336,21329,2
500336,21328,2
500336,21062,4
500336,21058,4
500336,22433,2
500336,22432,2
500336,21220,1
500336,21588,1
500336,21718,6
500336,84675,2
500336,84676,2
500336,21077,1
500336,21989,1
500336,21949,1
500336,22417,4
500336,21975,1
500336,21219,1
500336,16236,3
500336,20977,6
500336,21988,1
500336,16235,6
500336,84763,11
500336,21212,2
500336,21975,2
500336,21976,4
500336,21220,2
500336,84691,1
500336,84288B,1
500336,21988,5
500336,21091,6
500336,21561,3
500336,16050,50
500336,85113,3
500336,21122,1
500336,20978,6
500336,62095B,3
500336,16236,5
500336,10002,2
500336,22242,3
500336,21448,1
500336,20966,5
500336,20960,5
500336,21986,2
500336,21981,4
500336,21222,5
500336,16258A,3
500336,21126,1
500336,16238,4
500336,21224,4
500336,21124,4
500336,21125,1
500336,21507,12
500336,22029,12
500336,72008,3
500336,21223,4
500336,21126,2
500336,21219,3
500336,21440,5
500336,21122,3
500336,21100,1
500336,21795,1
500336,21125,3
500336,22353,2
500336,21559,2
500336,22090,3
500336,21429,2
500336,21967,4
500336,20686,1
500336,20681,1
500336,20963,5
500336,21789,6
500336,22382,3
500336,21100,3
500336,20726,3
500336,20728,2
500336,22355,1
500336,22383,2
500336,20727,2
500336,84077,48
500336,21829,36
500336,21788,6
500336,47599A,2
500336,47599B,2
500336,21912,1
500336,22128,6
500336,22127,12
500336,21731,12
500336,21034,2
500336,21033,2
500336,22332,6
500336,47599A,1
500336,16156S,25
500336,21498,25
500336,22045,25
500336,22192,1
500336,22331,6
500337,21051,6
500337,21622,4
500337,46000M,4
500337,46775E,2
500337,46775D,2
500337,84414B,10
500337,21716,8
500337,21223,10
500337,21224,10
500337,21746,12
500337,21734,8
500337,79000,24
500337,21871,12
500337,21413,12
500337,21439,12
500338,22184,1
500338,21472,1
500338,22476,2
500338,21898,2
500338,20752,1
500338,20754,1
500338,20751,2
500338,21257,1
500338,84792,1
500338,21065,1
500338,85036C,1
500338,22494,1
500338,21841,1
500338,21839,1
500338,82486,2
500338,79029,1
500338,85066,1
500338,21913,2
500338,21898,1
500338,21897,3
500338,21888,2
500338,79321,1
500338,22084,1
500338,22185,2
500338,22150,3
500338,21790,3
500338,21892,2
500338,21889,2
500338,21906,1
500338,22457,2
500338,21064,1
500338,21259,1
500338,84817,1
500338,21260,1
500338,21470,2
500338,21471,2
500338,22283,1
500338,21472,2
500338,10135,1
500338,21174,1
500338,22357,2
500338,21868,6
500338,21784,1
500338,22084,2
500338,22087,2
500338,21770,1
500338,85184B,2
500338,22204,1
500338,84378,1
500338,21616,1
500338,21616,2
500338,22183,1
500338,22182,1
500338,21717,1
500338,22282,1
500338,21907,1
500338,21911,1
500338,21910,1
500338,21900,1
500338,21901,1
500338,10133,1
500338,10134,1
500338,21214,2
500338,84985A,2
500338,22358,3
500338,22456,2
500338,22498,1
500338,22499,2
500338,22487,1
500338,85014A,1
500338,85014C,1
500338,21916,3
500338,21918,3
500338,21917,3
500339,21519,24
500339,22151,24
500339,22156,12
500339,22297,24
500339,22335,24
500339,85061W,24
500339,85129A,24
500339,72351B,12
500339,72351A,12
500339,21456,12
500339,21458,12
500339,22288,24
500339,22292,24
500339,35921,12
500339,84452,12
500339,84457,12
500339,84458,12
500339,85188A,24
500340,21902,1
500340,21900,1
500340,21899,2
500340,21901,17
500340,21935,1
500340,22383,1
500340,21622,6
500340,82552,2
500340,82551,1
500340,84792,1
500340,15060B,3
500340,85131A,1
500340,85131D,2
500340,51020B,1
500340,84596F,2
500340,84596G,2
500340,84836,2
500340,85152,1
500340,21166,4
500340,21173,6
500340,21179,7
500340,22327,1
500340,85065,1
500340,85063,1
500340,21411,3
500341,84016,1
500341,22087,1
500341,21897,1
500341,20718,2
500341,17164B,2
500341,75049L,6
500341,84378,1
500341,84380,1
500341,21589,2
500341,72715,4
500341,22173,1
500341,79191D,1
500341,20718,3
500341,22097,1
500341,21536,1
500341,84947,2
500341,21726,1
500341,84879,3
500341,22268,3
500341,22266,10
500341,22265,4
500341,20886,1
500341,21897,3
500341,84751B,2
500341,20798,8
500341,21384,24
500341,22268,1
500341,21976,3
500341,84991,2
500341,21593,6
500341,21592,1
500341,21866,1
500341,21867,1
500341,21320,2
500341,22288,5
500341,22286,4
500341,22289,3
500341,22291,4
500341,22293,6
500341,22292,3
500341,21389,6
500341,21386,12
500341,21314,8
500341,85114B,2
500341,22481,1
500341,22480,1
500341,22084,1
500341,84949,12
500341,79164,6
500341,84760S,3
500341,84978,6
500341,21756,1
500341,22119,1
500341,21755,1
500341,72127,1
500341,20726,1
500341,20725,1
500341,84658,12
500341,22457,3
500341,22456,2
500341,22487,1
500341,15056BL,5
500341,15056N,4
500341,90203,2
500341,85123A,32
500342,46000M,6
500343,POST,2
500343,20712,20
500343,21731,12
500343,85049E,12
500343,85049D,12
500343,85049F,12
500343,85099B,20
500343,22253,12
500343,21439,12
500343,22433,6
500343,22432,6
500343,22386,10
500343,20728,10
500343,20724,20
500343,22356,20
500343,20719,20
500343,22149,18
500344,21900,24
500344,85175,16
500344,85152,6
500344,84950,12
500344,21179,12
500344,84755,16
500344,82581,12
500344,85034B,4
500344,72349B,12
500344,82599,6
500344,71459,12
500344,21173,12
500344,85034C,4
500344,21902,24
500344,21899,24
500344,72008,12
500344,21904,6
500344,72351B,12
500344,84970L,12
500344,21164,6
500344,82580,12
500344,85034A,4
500344,21901,24
500344,21169,12
500344,82600,6
500344,84970S,12
500344,72351A,12
500344,21905,6
500344,21181,6
500344,85172,16
500346,84949,6
500346,84946,18
500346,85136A,1
500346,79323W,2
500346,79323LP,2
500346,79323G,2
500346,79323B,2
500346,79323P,2
500346,79323GR,1
500347,48194,2
500347,48189,2
500347,48188,2
500347,85194L,12
500347,85194S,24
500347,85186C,24
500347,85186A,24
500347,22248,16
500347,22247,16
500347,22169,2
500347,84997C,6
500347,21888,4
500347,21913,4
500347,21912,4
500347,21790,12
500347,21791,12
500347,21890,6
500347,21889,12
500347,22138,3
500347,22211,12
500347,22272,6
500347,20971,12
500347,22322,36
500347,22321,36
500347,20977,16
500347,20981,12
500347,21789,24
500347,21788,24
500347,20974,24
500347,20982,12
500347,21826,12
500347,21830,24
500347,84077,48
500347,21561,6
500347,22353,6
500347,22149,6
500347,22150,6
500347,21454,12
500347,84920,4
500349,84884A,1
500349,85123A,10
500349,22188,2
500349,22151,4
500349,22467,1
500349,84689,1
500349,85214,3
500349,84869,2
500349,79323W,5
500350,90140,1
500353,22136,12
500353,21154,10
500353,22073,4
500353,20754,6
500353,79072,2
500353,21217,3
500353,21212,24
500353,21213,24
500353,84991,24
500353,22326,18
500353,22327,6
500353,22328,6
500353,21035,6
500353,47556B,6
500353,22199,4
500353,21535,6
500353,47579,6
500353,21232,24
500353,22064,12
500353,22067,12
500353,21843,2
500353,21397,12
500353,84509G,4
500353,84509B,4
500353,37333,4
500353,37500,4
500353,21392,12
500353,21393,12
500353,21537,4
500353,21210,12
500353,21211,12
500353,84987,12
500353,20914,12
500353,37447,12
500353,21539,3
500353,22134,12
500353,22135,12
500353,47502,3
500353,21238,8
500353,21239,8
500353,21240,8
500353,21242,8
500353,22131,6
500353,22303,6
500353,22302,6
500353,22070,6
500353,22071,12
500353,20689,24
500353,37501,6
500353,37464,12
500353,21398,6
500353,21399,6
500353,21432,2
500353,22432,6
500353,20685,2
500353,22212,6
500353,22244,12
500353,82613A,8
500353,82613D,8
500353,21137,4
500353,84709B,3
500353,21278,6
500353,21218,6
500353,21844,6
500353,37482P,6
500353,22072,8
500353,21873,12
500353,21872,12
500353,21153,2
500353,46126A,20
500353,84597C,12
500353,22094,12
500353,84534B,12
500353,21680,12
500353,21720,12
500353,21721,12
500353,21722,12
500353,21725,12
500353,16156S,25
500353,16161G,25
500353,21495,25
500353,21498,25
500353,21500,25
500353,22045,25
500353,22046,25
500353,84533B,6
500353,85232A,3
500353,85232B,3
500353,21429,8
500353,22378,5
500353,47585A,12
500353,46000S,12
500353,21731,12
500353,84522,12
500353,21700,12
500353,21223,10
500353,15060B,4
500353,37495,8
500353,37503,2
500353,20661,6
500353,21042,6
500353,21121,24
500353,21122,24
500353,21156,8
500353,21284,12
500353,22329,12
500353,20799,6
500353,20798,6
500353,21207,12
500353,21374,4
500354,84937,12
500354,35648,12
500354,17090D,6
500354,20829,8
500354,85224,12
500354,22178,12
500354,21384,24
500354,79000,24
500354,17003,72
500354,84279B,8
500354,84279P,4
500354,17108D,24
500354,85230A,24
500354,85230F,24
500355,21110,2
500355,20759,15
500355,20776,5
500355,20758,12
500355,20755,6
500355,20774,10
500355,21731,10
500355,20775,7
500355,20777,8
500355,22227,9
500355,20992,15
500355,17033,36
500355,72130,12
500355,21429,16
500355,21774,12
500355,21111,12
500355,22464,18
500355,84856S,48
500356,90130A,1
500356,90123B,1
500356,90040B,1
500356,90175A,1
500356,90082D,1
500356,90037C,1
500356,21165,1
500356,90160C,1
500356,90198A,1
500356,90067A,1
500356,90176A,1
500356,90200C,1
500356,90077,1
500356,90177B,1
500356,90001C,1
500356,90073,1
500356,90183C,1
500356,90075,1
500356,90029,1
500356,90176C,1
500356,90150,1
500356,90186B,1
500356,90200E,1
500356,90200B,1
500356,90198B,1
500356,90177E,1
500356,90195A,1
500356,90186A,1
500356,90200D,1
500356,90025F,1
500356,90025E,1
500356,90025B,1
500356,90177C,1
500356,90074,1
500356,90065B,1
500356,90036A,1
500356,90039D,1
500356,90013A,1
500356,90013D,1
500356,90079,1
500356,21272,12
500356,21700,30
500356,21529,1
500356,21411,1
500356,84926A,24
500356,82613A,20
500356,84279B,1
500356,21713,4
500356,22457,12
500356,84880,1
500356,21657,2
500356,22185,36
500356,22485,1
500356,21523,1
500356,48138,1
500356,48111,1
500356,21524,1
500356,21955,1
500356,48194,1
500356,20685,1
500356,48195,1
500356,48184,1
500356,48185,1
500356,48116,1
500356,48187,1
500356,48129,1
500356,79071B,1
500356,35923,1
500356,21901,1
500356,21902,1
500356,21900,1
500356,21899,1
500356,35924,2
500356,21114,5
500356,35916C,6
500356,35916B,6
500356,82494L,2
500356,20749,1
500356,20750,1
500356,85184D,1
500356,22411,1
500356,20716,1
500356,21933,2
500356,21929,1
500356,20717,1
500356,20718,1
500356,85099F,1
500356,85099B,1
500356,21928,1
500356,21932,2
500356,84792,2
500356,22172,1
500356,21621,1
500356,22125,1
500356,21622,1
500356,21624,1
500356,21625,1
500356,21248,1
500356,84909A,1
500356,84467,1
500356,21837,2
500356,84469,2
500356,21403,2
500356,21402,2
500356,84621,2
500356,84910A,2
500356,22354,2
500356,22275,2
500356,22278,2
500356,22277,2
500356,21392,1
500356,21393,1
500356,85094,1
500356,35980C,2
500356,84849A,1
500356,84849D,1
500356,47574B,1
500356,47598,2
500356,84843,1
500356,84658,2
500356,22276,2
500356,84653,1
500356,84657,2
500356,85086A,5
500356,21038,1
500356,20796,4
500356,15044C,1
500356,15044B,1
500356,21708,1
500356,21709,1
500356,21706,1
500356,21711,1
500356,21707,1
500356,15056N,1
500356,85014A,1
500356,85014C,1
500356,15060B,1
500356,85014B,2
500356,15056BL,1
500356,20679,1
500356,15044A,1
500356,15044D,1
500356,84842,1
500356,84847,1
500356,21114,15
500356,47502,1
500356,22294,8
500356,22297,5
500356,21390,5
500356,84836,11
500356,21876,2
500356,21398,3
500356,21396,3
500356,21399,3
500356,21397,3
500356,22305,2
500356,22304,2
500356,37448,1
500356,79067,2
500356,21873,2
500356,21870,2
500356,21875,1
500356,21872,2
500356,85059,1
500356,21775,6
500356,82607A,2
500356,84531B,1
500356,35914,1
500356,35911A,1
500356,84531A,1
500356,22059,1
500356,37489A,1
500356,37489B,1
500356,37500,1
500356,22222,1
500356,85092,1
500356,22112,1
500356,21486,1
500356,21488,1
500356,84029E,1
500356,22114,1
500356,22111,1
500356,37506,1
500356,84509F,1
500356,84509G,1
500356,84509B,1
500356,21843,1
500356,37501,1
